id, name, latitude, longitude, address, area, city,cost,Cost_Type, rating,rating_type, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
884,Shiv Sagar,19.10,72.85,"8, Dharam Prem Apartment, Nehru Road,Vile Parle East, Mumbai",Vile Parle East, Mumbai,  ? 600.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
885,B Merwan,18.96,72.82,"Ali Bhai Remji Road, Opposite Station,Grant RoadEast, Grant Road, Mumbai",Grant Road, Mumbai,  ? 100.00  , Budget Friendly ,4.50,Very Good,no,no,no,no,no,no
886,Desiklub,18.92,72.82,"Maker Chamber 5, Jamanala Bajaj Road,Nariman Point, Mumbai",Nariman Point, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
887,The Laughter Chapter Cafe,19.17,72.96,"E Wing, Shanti Bhavan, Opposite MCC College, Sarojini Naidu Road,Mulund West, Mumbai",Mulund West, Mumbai,  ? 500.00  , Budget Friendly ,3.90,Very Good,yes,no,no,yes,no,no
888,The Punjabi's Kitchen and Bar,19.11,72.86,"First floor, Sanjay Appa Chambers, Charat Singh Colony, HarGobind Ji Marg Road,Chakala, Mumbai",Chakala, Mumbai,  ? 950.00  , Budget Friendly ,3.70,Very Good,yes,no,no,yes,yes,no
889,Hot Wok,19.02,73.02,"1, Shop 10, Safal Pride CHS, Opposite Sterling College, Sector 25,Nerul, Navi Mumbai",Nerul, Mumbai,  ? 500.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
890,Daffodils 23,19.18,72.84,"Daffodils 23 Restaurants, Club Link building. Near Toyota Showroom, Link Road. Chincholi Bunder,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.60,Very Good,yes,yes,yes,no,yes,no
891,Panayaa - Modern Indian Kitchen,18.99,72.82,"Block 25, Raghuvanshi Mills Compound, SB Road,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,700.00  ", Moderate ,3.70,Very Good,yes,no,no,no,no,no
892,The Dock,19.45,72.80,"1st floor, Above Planet Fashion, Madhyam B Wing, Viva Dwarganga Complex, Bolinj Road,Virar, Mumbai",Virar, Mumbai,  ? 900.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
893,Sigree,19.07,73.00,"Platinum Techno Park, Behind Raghuleela Mall, Sector 30 A,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,800.00  ", Moderate ,3.60,Very Good,yes,no,yes,no,no,no
894,Meraki,19.14,73.00,"Shop 7, Gajanan Appartments, Sector 8A,Airoli, Navi Mumbai",Airoli, Mumbai,  ? 600.00  , Budget Friendly ,3.30,Good,yes,no,no,no,no,no
895,Fat Man's Cafe & Grill,19.11,72.84,"Tian Building, 48 Gulmohar Road,Juhu, Mumbai",Juhu, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.40,Good,yes,yes,yes,no,no,no
896,Road House Bluez,19.13,72.84,"Ground Floor, Tokyo House, Next ToAzad NagarMetro Station, JP Road, Azad Nagar, Mumbai",Azad Nagar, Mumbai,"  ? 1,600.00  ", Moderate ,3.70,Very Good,no,yes,yes,yes,yes,no
897,Pharaoh Lounge & Gastro Pub,19.11,72.87,"183 &184, Shahid Bhagat Singh Marg, Guru Nanak Nagar,Chakala, Mumbai",Chakala, Mumbai,"  ? 1,700.00  ", Moderate ,3.60,Very Good,no,no,yes,no,yes,no
898,Fish N Bait,19.06,72.87,"Unit 4, Ground Floor, Jet Airways Godrej BKC, G Block, Next to MCA,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 2,500.00  ", Moderate ,3.80,Very Good,yes,no,yes,no,yes,no
899,Vatavaran,19.13,72.92,"Shop 2, Ground Floor, Bhawani Industrial Estate, Hare Krishna Road, Tirandaz, IIT Market,Powai, Mumbai",Powai, Mumbai,"  ? 2,500.00  ", Moderate ,3.40,Good,yes,no,no,no,no,no
900,1Tablespoon Pizza Kitchen,19.03,72.86,"23, Ram Villa, Opposite Sahkari Bhandar,Matunga East, Mumbai",Matunga East, Mumbai,  ? 800.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
901,Frips,19.08,73.01,"Satra Plaza, Near Palm Beach Galleria, Sector 19 D, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,  ? 850.00  , Budget Friendly ,3.70,Very Good,no,no,no,no,no,no
902,The White Owl - Brewery & Bistro,19.01,72.83,"Lobby, Tower 2 B, One Indiabulls Center, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,000.00  ", Moderate ,4.00,Very Good,no,yes,yes,no,yes,no
903,Scrumptiious,19.14,72.81,"Versova, Andheri West9 & 10, Everest Apartment, JP Road, Yari Road,","Versova, Andheri West", Mumbai,  ? 800.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
904,Chakra,19.10,72.89,"SakinakaJunction, Andheri Kurla Road, Andheri East, Mumbai",Sakinaka, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
905,Punjab Depot,19.11,72.88,"Gala 4,MarolMaroshi Road, Andheri East, Marol, Mumbai",Marol, Mumbai,  ? 600.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
906,Dum & Curry,19.12,72.90,"No. 45, Prathmesh Galaxy, Oop. Vijaya Vihar ,Near Hira Panna Market,Powai, Mumbai",Powai, Mumbai,  ? 700.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
907,Spices & Flavours,18.93,72.83,"6/8, Rajabahadur Mansion, Hamam Street, Next to Bombay Stock Exchange Building,Fort, Mumbai",Fort, Mumbai,"  ? 1,700.00  ", Moderate ,3.70,Very Good,yes,yes,yes,yes,no,no
908,On The Go Veg Lounge,19.22,72.85,"3-A, Prathemesh Pooja, T P S Road,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,100.00  ", Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
909,Playteria,19.17,72.95,"Shop Number. 9. Bhagyashree Apartments, Dr. Ambedkar Road,Mulund West, Mumbai",Mulund West, Mumbai,  ? 500.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
910,Vista - Taj Lands End,19.04,72.82,"Taj Lands End,Bandstand, Bandra West, Mumbai","Bandstand, Bandra West", Mumbai,"  ? 5,500.00  ", Expensive ,3.70,Very Good,no,no,yes,yes,no,no
911,Zazie Bistro & Grill,19.08,73.01,"25-Atrium, Ground Floor, Satra Plaza,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.00,Very Good,yes,yes,no,yes,no,no
912,Somethings Fishy - Regenza By Tunga,19.07,73.00,"Regenza By Tunga, Plot 37, Sector 30 - A,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,400.00  ", Budget Friendly ,3.90,Very Good,yes,yes,yes,yes,yes,no
913,Pizza Caprina,19.06,72.90,"2, Arihant Shop Owner Society, Subhash Nagar,Chembur, Mumbai",Chembur, Mumbai,  ? 650.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
914,Utsav,19.11,72.93,"LBS Marg, Opposite HDFC bank,VikhroliWest, Vikhroli, Mumbai",Vikhroli, Mumbai,  ? 400.00  , Budget Friendly ,3.00,Good,yes,no,no,no,no,no
915,Hotel Laxmi Next,19.12,72.92,"IIT Main Gate,Powai, Mumbai",Powai, Mumbai,  ? 600.00  , Budget Friendly ,3.50,Good,yes,no,yes,no,no,no
916,King Chilli Chindian Fusion,19.08,72.87,"5, 179 A, Gabriel House, Opposite HDFC, Kalina Kurla Road,Santacruz East, Mumbai",Santacruz East, Mumbai,  ? 700.00  , Budget Friendly ,3.80,Very Good,yes,no,no,yes,no,no
917,Oriental Spice,19.20,72.96,"Panch Pakhadi, Thane WestShreeji Arcade, Almeda Road,","Panch Pakhadi, Thane West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
918,Maple Restro-Bar,19.23,72.97,"Manpada, Thane WestShop 6-9, Aggarwal Arcade, Aggarwal Estate Opposite To Acme Ozone,","Manpada, Thane West", Mumbai,  ? 800.00  , Budget Friendly ,3.40,Good,yes,yes,yes,no,yes,no
919,Durga Restaurant and Bar,19.03,72.85,"279 B, Nalla Mansion, Opposite Railway Station,Matunga East, Mumbai",Matunga East, Mumbai,  ? 900.00  , Budget Friendly ,4.00,Very Good,yes,no,yes,no,no,no
920,Govinda's Restaurant,19.11,72.83,"Iskcon Hare Krishna Temple,Juhu, Mumbai",Juhu, Mumbai,  ? 900.00  , Budget Friendly ,4.00,Very Good,no,no,no,no,no,no
921,Rajwada Thal,19.07,72.86,"Floor 1, Urban Plaza, GN Block, Next to Asian Hearts Hospital,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,  ? 900.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
922,Royal Oak Brewery,19.08,73.01,"Satra Plaza, Sector 19, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.90,Very Good,no,yes,yes,yes,yes,no
923,Eddies Bistro,19.07,72.83,"Pali Hill, Bandra West6, Silver Croft Building, 16th & 33rd Road Junction,","Pali Hill, Bandra West", Mumbai,"  ? 1,400.00  ", Budget Friendly ,3.90,Very Good,no,no,yes,no,yes,no
924,Spukies,19.18,72.87,"Shop 6, Mukadam Compound, Off Film City Road, Gokuldham,Goregaon East, Mumbai",Goregaon East, Mumbai,  ? 600.00  , Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
925,Cafe Junction,19.22,73.09,"Ground Floor, Sarthak Building, Ursekarwadi, Ramnagar,Dombivali East, Mumbai",Dombivali East, Mumbai,  ? 500.00  , Budget Friendly ,4.00,Very Good,no,no,no,no,no,no
926,Gabbar's Grill & Fry,19.15,72.84,"Oshiwara, Andheri West2A, Vaibhav Palace , Opposite Mega Mall, Off New Link Road,","Oshiwara, Andheri West", Mumbai,  ? 750.00  , Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
928,Thug-Lyf,19.18,72.84,"Basement, Daffodils 23. Club Link Building, Link Road. Chincholi Signal,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.70,Very Good,yes,yes,yes,no,yes,no
929,Cocoamaya,19.11,72.88,"Shivani Dongre Industrial Premises, Andheri Kurla Road,Sakinaka, Mumbai Near Sakinaka Metro Station",Sakinaka, Mumbai,  ? 300.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
931,Grills & Wok,18.97,72.83,"13 -14, 27,BycullaHouse, Clare Road, Byculla, Mumbai",Byculla, Mumbai,  ? 700.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
932,Gomantak,19.02,72.84,"301 Miranda Chawl, Kelkar Road,Dadar West, Mumbai",Dadar West, Mumbai,  ? 700.00  , Budget Friendly ,3.80,Very Good,no,no,no,no,no,no
933,One Street Over,19.06,72.83,"Linking Road, Bandra WestGround Floor, 35th Street, Off of Linking Road, Khar West,","Linking Road, Bandra West", Mumbai,"  ? 2,000.00  ", Moderate ,4.10,Very Good,no,yes,yes,yes,yes,no
934,Delizioso,19.21,73.09,"Dr. Rajendra Prasad Road, Raghuveer Nagar, Near Char Rasta, Near Lassi Cycles,Dombivali East, Mumbai",Dombivali East, Mumbai,  ? 550.00  , Budget Friendly ,4.00,Very Good,yes,no,no,yes,no,no
935,Trattoria - Vivanta By Taj President,18.91,72.82,"Vivanta by Taj President, 90,Cuffe Parade, Mumbai",Cuffe Parade, Mumbai,"  ? 2,500.00  ", Moderate ,4.10,Very Good,no,no,yes,yes,no,no
936,Cafe Ville Villa,19.10,72.85,"Shop 3, Dunhill Castle, Hanuman Road,opposite to icici bank and gajalee hotel,Vile Parle East, Mumbai",Vile Parle East, Mumbai,  ? 600.00  , Budget Friendly ,4.00,Very Good,yes,yes,no,yes,no,no
937,Navaratna,19.07,73.00,"Hotel Navaratna,  Plot 10, Sector 17,Vashi, Navi Mumbai",Vashi, Mumbai,  ? 550.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,yes,no
938,Brewers Bay,19.03,73.07,"Plot 20, Shah Prima Building,KhargharStation Road, Sector 2, Kharghar, Navi Mumbai",Kharghar, Mumbai,  ? 600.00  , Budget Friendly ,4.00,Very Good,no,yes,no,yes,no,no
939,Bombay Brews,19.23,72.97,"Vasant Vihar, Thane WestShop 11, Block 1, Emerald Plaza, Pokhran Road 2, Hiranandani Meadows,","Vasant Vihar, Thane West", Mumbai,  ? 800.00  , Budget Friendly ,3.80,Very Good,yes,yes,no,no,no,no
940,Pack-A-Pav,19.06,72.83,"Pali Hill, Bandra WestShop 2, St. Andrews Road, Near New India General Store,","Pali Hill, Bandra West", Mumbai,  ? 500.00  , Budget Friendly ,4.20,Very Good,no,no,no,no,no,no
942,Cafe Bombay Diaries,19.02,73.04,"Shop 9, Chawla Plaza, Sarovar Vihar, Sector 11,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,  ? 550.00  , Budget Friendly ,4.10,Very Good,yes,yes,no,no,no,no
943,Häagen-Dazs,19.12,72.91,"Ground Floor, City Park, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,  ? 800.00  , Budget Friendly ,4.10,Very Good,yes,no,no,yes,no,no
944,Lucknowee Tunday Kebab,19.08,72.88,"789-A, Goawala Building, LBS Marg, Opposite Fauziya Nursing Home,Kurla, Mumbai",Kurla, Mumbai,  ? 500.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
945,Food Jar,19.18,72.84,"6-7, Ground Floor, Ganga Niwas, New Link Road,  Chincholi Bundari,Malad West, Mumbai",Malad West, Mumbai,  ? 800.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
946,Sigdi,19.06,72.83,"Linking Road, Bandra WestAbbas Compound, 29th Road, Off Waterfield Road,","Linking Road, Bandra West", Mumbai,  ? 650.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
947,Fill In The Blank,19.03,72.84,"Keshav Bhavan, Shop - 13, Bal Govindas Road, Near Shivaji Park, Opposite Raja Rani Travels,Mahim, Mumbai",Mahim, Mumbai,  ? 300.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
948,Timbuctoo,19.11,72.92,"C 13, Mayfair Sonata,VikhroliPowai Link Road, Vikhroli West, Vikhroli, Mumbai",Vikhroli, Mumbai,"  ? 1,650.00  ", Moderate ,3.50,Good,yes,no,yes,no,no,no
949,Biryani Guru,19.02,73.04,"Mermaid 1, Opp Indian Naval Canteen
, Sector 11,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,  ? 750.00  , Budget Friendly ,3.90,Very Good,yes,yes,no,no,no,no
950,Shree Sagar Veg Restaurant,19.06,72.83,"Pali Hill, Bandra WestShyam Kunj, Pali Naka, 16th Road,","Pali Hill, Bandra West", Mumbai,  ? 900.00  , Budget Friendly ,3.40,Good,yes,no,no,yes,yes,no
951,Peninsula - Peninsula Grand Hotel,19.10,72.89,"The Peninsula Grand Hotel,SakinakaJunction, Andheri East, Sakinaka, Mumbai",Sakinaka, Mumbai,"  ? 1,800.00  ", Moderate ,3.90,Very Good,yes,yes,yes,yes,yes,no
952,New Modern Cafe,19.22,73.09,"1, Chirag CHS, Phadke Road,Dombivali East, Mumbai",Dombivali East, Mumbai,  ? 450.00  , Budget Friendly ,3.60,Very Good,no,no,no,no,no,no
953,Soy Street,19.07,73.00,"Inorbit Mall, First Floor,Sector 30 A,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,100.00  ", Budget Friendly ,3.70,Very Good,yes,yes,yes,yes,no,no
954,Around d' Globe,19.22,72.84,"Shop 2/3/4 Shripal Nagar CHS, Near Malpani Ground, Satya Nagar,Borivali West, Mumbai",Borivali West, Mumbai,  ? 900.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
955,Blue Waters,19.00,72.83,"1st Floor, Peninsula Corporation Park, Ganpatrao Kadam Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 650.00  , Budget Friendly ,3.20,Good,yes,no,yes,no,no,no
956,Pronto Pasta and Noodles,19.09,73.00,"1, Indraprastha Tower, Sector 29,Vashi, Navi Mumbai",Vashi, Mumbai,  ? 500.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
957,Utsav,19.19,72.97,"Panch Pakhadi, Thane WestAtunkumar Vaidya Marg,","Panch Pakhadi, Thane West", Mumbai,  ? 700.00  , Budget Friendly ,3.50,Good,no,no,no,no,no,no
958,GrubHub,19.19,72.83,"MMC market, Mith Chowki, Link Road,Malad West, Mumbai",Malad West, Mumbai,  ? 850.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
959,Papacream,18.93,72.83,"18, Cambatta Building, J.T Road,Churchgate, Mumbai",Churchgate, Mumbai,  ? 400.00  , Budget Friendly ,3.70,Very Good,yes,no,no,yes,no,no
960,Farm Cafe,19.17,72.94,"Shop - G - 11, Runwal Greens Goregaon-Mulund Link Road, Next to Fortis Hospital,Mulund West, Mumbai",Mulund West, Mumbai,  ? 500.00  , Budget Friendly ,3.30,Good,yes,no,no,yes,no,no
961,Chaai Centre,19.02,73.04,"Shop 14&16, Plot 37, Mayuresh Cosmos, Sector 11,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,  ? 450.00  , Budget Friendly ,4.10,Very Good,yes,yes,no,yes,no,no
962,Hot Wok,19.03,73.06,"Shop 20, Plot 28, Bhoomi Tower, Near ITM College, Sector 4,Kharghar, Navi Mumbai",Kharghar, Mumbai,  ? 650.00  , Budget Friendly ,3.70,Very Good,yes,no,no,yes,no,no
963,Daffodils 23,19.23,72.85,"Royal Complex, Eksar Road,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.30,Good,yes,no,yes,no,yes,no
964,Meraki,19.06,73.00,"A6, Shah Complex II, Sector 13,Sanpada, Navi Mumbai",Sanpada, Mumbai,  ? 600.00  , Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
965,Meraki,19.03,73.06,"16, Balaji Aangan, 1, Near NIFT College, Sector 3,Kharghar, Navi Mumbai",Kharghar, Mumbai,  ? 600.00  , Budget Friendly ,3.90,Very Good,yes,no,no,yes,no,no
966,Meraki,19.00,72.82,"Shop 16, Ground Floor, Dr. Johar Chawl, Dainik Shivneri Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 600.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
967,Meraki,19.07,72.82,"House 1, Sangam House, Shirley Rajan Road,Pali Hill, Bandra West, Mumbai","Pali Hill, Bandra West", Mumbai,  ? 600.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
968,Meraki,19.14,72.83,"Andheri Lokhandwala, Andheri WestAdarsh Nagar,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 600.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
969,1Tablespoon Pizza Kitchen,19.00,72.83,"1, Mathuradas Mill Compound, Todi Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 800.00  , Budget Friendly ,3.90,Very Good,yes,no,no,no,no,no
971,Pop Tate's,19.08,73.01,"Shop 120, 1st Floor, Satra Plaza, Sector 19-D, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,600.00  ", Moderate ,3.80,Very Good,no,no,yes,no,no,no
972,Shiv Sagar,19.00,72.83,"Ground Floor, Times Tower, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 650.00  , Budget Friendly ,3.90,Very Good,yes,no,yes,no,no,no
973,27 Yard,19.24,72.97,"Manpada, Thane WestShop 6&7, Kothari Compound, Near Tikujini Wadi,","Manpada, Thane West", Mumbai,  ? 800.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
974,Toast - Bistro & Bar,19.11,72.87,"T24 Residency, Church Road, Near Airport Metro Station, Andheri East,Marol, Mumbai",Marol, Mumbai,"  ? 2,000.00  ", Moderate ,3.90,Very Good,no,yes,yes,yes,no,yes
975,Elementaria Bakery Cafe,19.00,72.83,"Shop 10 , Khimji Nagji chawl 1, Opposite Pheonix High Street,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 300.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
976,House of Nomad - Taj Lands End,19.04,72.82,"Bandstand, Bandra WestTaj Lands End,","Bandstand, Bandra West", Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.60,Excellent,no,no,yes,no,no,no
977,Deepak,19.23,72.85,"14, Laxmichhaya, LT Road, Babhai Naka,Borivali West, Mumbai",Borivali West, Mumbai,  ? 550.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
978,Blue Tokai Coffee Roasters,19.06,72.82,"May Flower Apartment, New Kantwadi Road,Pali Hill, Bandra West, Mumbai","Pali Hill, Bandra West", Mumbai,  ? 350.00  , Budget Friendly ,4.10,Very Good,no,no,no,yes,no,no
979,Zaika Restaurant & Party Hall,19.29,72.85,"First Floor, Govind Mall, 150 Feet Road, Salasar Brij Bhumi,Bhayandar, Mumbai",Bhayandar, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.40,Very Good,yes,no,no,no,no,no
980,Roasted Beans Café,19.01,73.03,"Shop 26/27, Belle Vista, CHS Plot 46,47,48, Sector 15, Next to DY Patil College,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,  ? 700.00  , Budget Friendly ,4.00,Very Good,no,no,no,yes,no,no
981,Abhinandan,19.10,72.92,"LBS Marg, Next to Damodar Park,Ghatkopar West, Mumbai",Ghatkopar West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,yes,no,yes,no,no,no
982,North West,19.08,73.01,"118, 1st Floor, Satra Plaza, Sector 19-D, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,100.00  ", Budget Friendly ,4.00,Very Good,yes,no,yes,no,yes,no
983,Cafe 2.0,19.03,72.85,"541, Noor Mahal, Near Koolar Irani, Dr. Babasaheb Ambedkar Road,Matunga East, Mumbai",Matunga East, Mumbai,  ? 300.00  , Budget Friendly ,3.90,Very Good,yes,no,no,yes,no,no
984,Theeram,19.08,72.87,"Church Road,Santacruz EastNear Our Lady of Egypt Church, Santacruz East, Mumbai",Santacruz East, Mumbai,  ? 550.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
985,Nawab Saheb - Renaissance Hotel,19.13,72.90,"Renaissance Hotel, 2-3B, Near Chinmayanand Ashram,Powai, Mumbai",Powai, Mumbai,"  ? 4,000.00  ", Expensive ,3.90,Very Good,no,no,yes,yes,yes,no
986,The Pabulum,19.08,72.84,"Shop 2, Tagore Kunj CHS, Near Poddar School, Saraswati Road,Santacruz West, Mumbai",Santacruz West, Mumbai,  ? 200.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
987,Local's Eatery & More,19.13,72.83,"36, Sai Kanwal Complex, Indian oil nagar,  near4 Bungalowsgurudwara, Mumbai, 4 Bungalows, Mumbai",4 Bungalows, Mumbai,  ? 550.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
988,Kings White Castle,19.27,72.96,"Owale, Thane WestNear Mahindra Showroom, Ovala Naka,","Owale, Thane West", Mumbai,"  ? 1,300.00  ", Budget Friendly ,3.50,Good,yes,yes,yes,yes,yes,no
989,Fishland,19.20,72.97,"Khopat, Thane West9/10, Ramkunj, Ground Floor,","Khopat, Thane West", Mumbai,  ? 800.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,yes,no
990,Delhi Zaika,18.96,72.82,"Chapra Hotel, M.S Ali Road, Near Nishat Cinema,Grant Road, Mumbai",Grant Road, Mumbai,  ? 800.00  , Budget Friendly ,3.40,Good,yes,no,no,no,yes,no
991,Round About Bar & Kitchen,19.07,72.84,"Hotel Evergreen, Guru Gobind Singh Marg, Near Railway Station,KharWest, Khar, Mumbai",Khar, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.00,Very Good,yes,yes,yes,yes,yes,no
992,TRE,18.99,72.82,"25, Raghuvanshi Mills Compound, SB Road,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,000.00  ", Moderate ,3.70,Very Good,no,yes,yes,no,yes,yes
993,TNT Taste 'N' Trip,19.18,72.84,"Shop B-11, Kamala Nagar, Chincholi Bunder Road,Malad West, Mumbai",Malad West, Mumbai,  ? 700.00  , Budget Friendly ,3.80,Very Good,yes,no,no,yes,no,no
994,Haaochi - Hotel Sun N Sand,19.11,72.82,"Hotel Sun N Sand, 39,JuhuBeach, Juhu, Mumbai",Juhu, Mumbai,"  ? 3,000.00  ", Moderate ,3.70,Very Good,no,no,yes,no,yes,no
995,Flavours - Grand Hometel,19.18,72.84,"Grand Hometel Hotel, Off New Link Road, Chincholi Bunder, Next to Inorbit Mall,Malad West, Mumbai",Malad West, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.80,Very Good,yes,no,yes,yes,no,no
996,Wild Dining Restaurant,19.15,72.83,"Oshiwara, Andheri West3rd Floor, Om Heera Panna Mall,","Oshiwara, Andheri West", Mumbai,"  ? 1,200.00  ", Budget Friendly ,3.60,Very Good,yes,no,yes,no,yes,no
997,1 By Two,19.13,72.87,"Shop 9A, Lala Compound. Next to Takshila Police Station.MahakaliCaves Road. Andheri East, Mahakali, Mumbai",Mahakali, Mumbai,  ? 800.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
998,Curry Coriander,19.22,72.84,"Shop 1 & 2, AHCL Homes, Shimpoli Junction, Link Road,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,300.00  ", Budget Friendly ,3.80,Very Good,yes,no,no,no,yes,no
999,Ziya - The Oberoi Mumbai,18.93,72.82,"The Oberoi,Nariman Point, Mumbai",Nariman Point, Mumbai,"  ? 4,500.00  ", Expensive ,4.20,Very Good,no,no,yes,yes,no,no
1001,Royal Treat,19.17,72.94,"Madan Mohan Malviya Road, Near Telephone Exchange,Mulund West, Mumbai",Mulund West, Mumbai,"  ? 1,600.00  ", Moderate ,3.70,Very Good,yes,yes,yes,yes,yes,no
1002,Sky View Cafe,19.01,72.83,"3rd Floor, Trade View Building, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 750.00  , Budget Friendly ,3.40,Good,yes,yes,no,no,no,yes
1003,New Skyway,19.14,72.84,"8 & 9, Ayesha Tower, SV Road,JogeshwariWest, Jogeshwari, Mumbai",Jogeshwari, Mumbai,  ? 500.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
